ID,kindom,phylum,class,order,family,genus,species
OTU1118,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU1119,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU1120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,
OTU1121,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1122,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1123,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU1124,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1125,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU1126,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU1127,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1128,Bacteria,TM7,SC3,,,,
OTU1129,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU1130,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU1131,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU1132,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU1133,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1134,Bacteria,Chloroflexi,Anaerolineae,A31,S47,,
OTU1135,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1136,Bacteria,Planctomycetes,OM190,agg27,,,
OTU1137,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1138,Bacteria,Acidobacteria,[Chloracidobacteria],DS-100,,,
OTU1139,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU1140,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,
OTU1141,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU1142,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Segetibacter,
OTU1143,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1144,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1145,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU1146,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU1147,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,
OTU1148,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU1149,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1150,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU1151,Bacteria,Chloroflexi,Gitt-GS-136,,,,
OTU1152,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU1153,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU1154,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU1155,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU1156,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU1157,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU1158,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU1159,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,faecium
OTU1160,Bacteria,Acidobacteria,Solibacteres,Solibacterales,AKIW659,,
OTU1161,Bacteria,Cyanobacteria,ML635J-21,,,,
OTU1162,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1164,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1165,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU1166,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU1167,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU1168,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU1169,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1170,Bacteria,Acidobacteria,,,,,
OTU1171,Bacteria,Chloroflexi,Ellin6529,,,,
OTU1172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU1173,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU1174,Bacteria,Chloroflexi,Anaerolineae,GCA004,,,
OTU1175,Bacteria,Acidobacteria,Solibacteres,Solibacterales,[Bryobacteraceae],,
OTU1176,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU1177,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1178,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU1179,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1180,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU1181,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU1182,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1183,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
OTU1184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU1185,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1186,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU1187,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1188,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia endosymbiont of Deronectes platynotus
OTU1189,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,
OTU1190,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU1191,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU1192,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1193,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1194,Bacteria,Chloroflexi,Ellin6529,,,,
OTU1195,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU1196,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU1197,Bacteria,TM6,SJA-4,,,,
OTU1198,Bacteria,Chloroflexi,TK17,,,,
OTU1199,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU1200,Bacteria,Chloroflexi,S085,,,,
OTU1201,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],,
OTU1202,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],OPB35,,
OTU1203,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU1204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU1205,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
OTU1206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,adhaesivum
OTU1207,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
OTU1208,Bacteria,Planctomycetes,BD7-11,,,,
OTU1209,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU1210,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU1211,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU1212,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU1213,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1214,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1215,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU1216,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1217,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU1218,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1219,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1220,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1221,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU1222,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1223,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
OTU1224,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,
OTU1225,Bacteria,OD1,SM2F11,,,,
OTU1226,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1227,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,,
OTU1229,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU1230,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU1231,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
OTU1232,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
OTU1233,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU1234,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU1235,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU1236,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1237,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1238,Bacteria,TM7,TM7-3,EW055,,,
OTU1239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU1240,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU1241,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU1242,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,
OTU1243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU1244,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,,
OTU1245,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU1246,Bacteria,Planctomycetes,vadinHA49,DH61,,,
OTU1247,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1248,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1249,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU1250,Bacteria,Planctomycetes,Phycisphaerae,S-70,,,
OTU1251,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU1252,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1253,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,,,
OTU1254,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1255,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU1257,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,
OTU1258,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
OTU1259,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1260,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
OTU1261,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1262,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU1263,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1264,Bacteria,Chloroflexi,Gitt-GS-136,,,,
OTU1265,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
OTU1266,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1267,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1268,Bacteria,Chloroflexi,P2-11E,,,,
OTU1269,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,
OTU1270,Bacteria,Planctomycetes,OM190,agg27,,,
OTU1271,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU1272,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU1273,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
OTU1274,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1275,Bacteria,Chloroflexi,Anaerolineae,H39,,,
OTU1276,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
OTU1277,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU1278,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1279,Bacteria,OP3,koll11,,,,
OTU1280,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,
OTU1281,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU1282,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Victoria,amazonica
OTU1283,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU1284,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1285,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1286,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1287,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1288,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU1289,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Nelumbo,nucifera
OTU1290,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1291,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1292,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1293,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU1294,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
OTU1295,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU1296,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
OTU1297,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU1298,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1299,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU1300,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,
OTU1301,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,viridiflava
OTU1302,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU1303,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],[Pedosphaeraceae],,
OTU1304,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU1305,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1306,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,,,
OTU1307,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU1308,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU1309,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU1310,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1311,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,
OTU1312,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU1313,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU1314,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
OTU1315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU1316,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU1317,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1318,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1319,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU1320,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
OTU1321,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1322,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,aerolata
OTU1323,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU1324,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1325,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1326,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU1327,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1328,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
OTU1329,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,
OTU1330,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU1331,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU1332,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1333,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU1334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1335,Bacteria,Chloroflexi,Anaerolineae,pLW-97,,,
OTU1336,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1337,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU1338,Bacteria,Chlorobi,SJA-28,,,,
OTU1339,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU1340,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,
OTU1341,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1342,Bacteria,Acidobacteria,RB25,,,,
OTU1343,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1344,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum
OTU1345,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU1346,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU1347,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
OTU1348,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
OTU1349,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1350,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU1351,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1352,Bacteria,FBP,,,,,
OTU1353,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU1354,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU1355,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU1356,Bacteria,Chloroflexi,Anaerolineae,,,,
OTU1357,Bacteria,Acidobacteria,[Chloracidobacteria],,,,
OTU1358,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU1359,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU1360,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter,
OTU1361,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU1362,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU1363,Bacteria,Chlorobi,,,,,
OTU1364,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1365,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU1366,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU1367,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1368,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
OTU1369,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,
OTU1370,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU1371,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU1372,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pelosinus,
OTU1373,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
OTU1374,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,
OTU1375,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1376,Bacteria,Cyanobacteria,,,,,
OTU1377,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1378,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU1379,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1380,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU1381,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Uliginosibacterium,
OTU1382,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU1383,Bacteria,Acidobacteria,PAUC37f,,,,
OTU1384,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU1385,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1386,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1387,Bacteria,Planctomycetes,Pla4,,,,
OTU1388,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1389,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1390,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1392,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU1393,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1394,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
OTU1395,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67_4W,,
OTU1396,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,,,
OTU1397,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU1398,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,,,
OTU1399,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
OTU1400,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,
OTU1401,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU1402,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU1403,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,
OTU1404,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1405,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU1406,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU1407,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1408,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1409,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU1410,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,0319-6G20,,
OTU1411,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU1412,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1413,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,,
OTU1414,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1415,Bacteria,Gemmatimonadetes,Gemm-1,,,,
OTU1416,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1417,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1418,Bacteria,Gemmatimonadetes,Gemm-2,,,,
