ID,kindom,phylum,class,order,family,genus,species
OTU812,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
OTU813,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU814,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU815,Bacteria,TM7,TM7-3,EW055,,,
OTU816,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU817,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU818,Bacteria,Gemmatimonadetes,Gemmatimonadetes,,,,
OTU819,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,
OTU820,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU821,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU822,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU823,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
OTU824,Bacteria,Gemmatimonadetes,Gemmatimonadetes,KD8-87,,,
OTU825,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],OPB35,,
OTU826,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU827,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU828,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU829,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU830,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU831,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU832,Bacteria,Gemmatimonadetes,Gemm-3,,,,
OTU833,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,
OTU834,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU835,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU836,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU837,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
OTU838,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU839,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU840,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU841,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU843,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
OTU844,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU845,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU846,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU847,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU848,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Pelagibacteraceae,,
OTU849,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU850,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Segetibacter,
OTU851,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
OTU852,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU853,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
OTU854,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU855,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
OTU856,Bacteria,TM7,TM7-1,,,,
OTU857,Bacteria,Chlorobi,OPB56,,,,
OTU858,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU859,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU860,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU861,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
OTU862,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU863,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU864,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,
OTU865,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU866,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU867,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
OTU868,Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],,
OTU869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU870,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
OTU871,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU872,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU873,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,
OTU874,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU875,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU876,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,
OTU877,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU878,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU879,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU880,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU881,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU883,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU884,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,,,
OTU885,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Niastella,
OTU886,Bacteria,Verrucomicrobia,Verruco-5,LD1-PB3,,,
OTU887,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU888,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,A17,
OTU889,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU891,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
OTU892,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU893,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,
OTU894,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,limosus
OTU895,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU896,Bacteria,Chloroflexi,TK10,B07_WMSP1,,,
OTU897,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU898,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU900,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU901,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
OTU902,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,
OTU903,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU904,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
OTU905,Bacteria,TM7,TM7-1,,,,
OTU906,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU907,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU908,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
OTU909,Bacteria,Chloroflexi,Anaerolineae,WCHB1-50,,,
OTU910,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU911,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU913,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
OTU915,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
OTU916,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU917,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU918,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU919,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU920,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU921,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU922,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,
OTU923,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU924,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU925,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU926,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU928,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU929,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU930,Bacteria,Verrucomicrobia,Opitutae,,,,
OTU931,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU932,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU933,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU934,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
OTU935,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU936,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU937,Bacteria,Acidobacteria,DA052,Ellin6513,,,
OTU938,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU939,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU940,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,
OTU941,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU942,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU943,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU944,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,
OTU945,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU946,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,,
OTU947,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU948,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU950,Bacteria,Bacteroidetes,At12OctB3,,,,
OTU951,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU952,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,,
OTU953,Bacteria,WS3,PRR-12,GN03,KSB4,,
OTU954,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU955,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU956,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU957,Bacteria,TM7,TM7-1,,,,
OTU958,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU959,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
OTU960,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
OTU961,Bacteria,FBP,,,,,
OTU962,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
OTU963,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU964,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU965,Bacteria,Acidobacteria,BPC102,MVS-40,,,
OTU966,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU967,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,,
OTU968,Bacteria,FBP,,,,,
OTU969,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU970,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
OTU972,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,,
OTU973,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
OTU974,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,
OTU976,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU977,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
OTU978,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU979,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
OTU980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU981,Bacteria,Lentisphaerae,[Lentisphaeria],Z20,,,
OTU982,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,MND4,,
OTU983,Bacteria,TM6,SJA-4,,,,
OTU984,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
OTU986,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU987,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,
OTU988,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU989,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,
OTU990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU991,Bacteria,Chlorobi,BSV26,PK329,,,
OTU992,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU993,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU994,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU995,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
OTU996,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,
OTU997,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU998,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU999,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1001,Bacteria,TM7,TM7-3,I025,,,
OTU1002,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
OTU1003,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU1004,Bacteria,AD3,ABS-6,,,,
OTU1005,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1006,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU1007,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU1008,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU1009,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU1010,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU1011,Bacteria,OD1,,,,,
OTU1012,Bacteria,Acidobacteria,Sva0725,Sva0725,,,
OTU1013,Bacteria,Acidobacteria,iii1-8,DS-18,,,
OTU1014,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nostoc,
OTU1015,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1016,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,,
OTU1017,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,,,
OTU1018,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU1019,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU1020,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU1021,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,,,
OTU1022,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU1023,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU1024,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,
OTU1025,Bacteria,Planctomycetes,Phycisphaerae,WD2101,,,
OTU1026,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1027,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1028,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
OTU1029,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU1030,Bacteria,Acidobacteria,Solibacteres,Solibacterales,[Bryobacteraceae],,
OTU1031,Bacteria,Acidobacteria,Solibacteres,Solibacterales,,,
OTU1032,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1033,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU1034,Bacteria,Acidobacteria,BPC102,MVS-40,,,
OTU1035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
OTU1036,Bacteria,Acidobacteria,,,,,
OTU1037,Bacteria,OP3,koll11,,,,
OTU1038,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,,
OTU1039,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,,
OTU1040,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1041,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,
OTU1042,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1043,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU1044,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,
OTU1045,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU1046,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU1047,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
OTU1048,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SJA-101,,
OTU1049,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
OTU1050,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU1051,Bacteria,TM7,SC3,,,,
OTU1052,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
OTU1053,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1054,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
OTU1055,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU1056,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,,
OTU1057,Bacteria,Planctomycetes,Pla4,,,,
OTU1058,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,,
OTU1059,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU1060,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1061,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
OTU1062,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU1063,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU1064,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU1065,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU1066,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1067,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
OTU1068,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,,,
OTU1069,Bacteria,Lentisphaerae,[Lentisphaeria],Victivallales,Victivallaceae,,
OTU1070,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,
OTU1071,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU1072,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU1073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1074,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU1075,Bacteria,OD1,ZB2,,,,
OTU1076,Bacteria,Cyanobacteria,ML635J-21,,,,
OTU1077,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU1078,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU1079,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1080,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
OTU1081,Bacteria,Gemmatimonadetes,Gemm-3,,,,
OTU1082,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU1083,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,
OTU1084,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1085,Bacteria,OD1,SM2F11,,,,
OTU1086,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
OTU1087,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
OTU1088,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,
OTU1089,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU1090,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU1091,Bacteria,Proteobacteria,Betaproteobacteria,SBla14,,,
OTU1092,Bacteria,Acidobacteria,Acidobacteria-5,,,,
OTU1093,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,,
OTU1094,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
OTU1095,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU1096,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,
OTU1097,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
OTU1098,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1099,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,,,
OTU1100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU1101,Bacteria,Chloroflexi,Anaerolineae,H39,,,
OTU1102,Bacteria,Chloroflexi,TK17,,,,
OTU1103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU1104,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
OTU1105,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU1107,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
OTU1108,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
OTU1109,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
OTU1110,Bacteria,Chloroflexi,TK10,AKYG885,5B-12,,
OTU1111,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
OTU1112,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU1113,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1114,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU1115,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
OTU1116,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
OTU1117,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
