ID,M-1,M-2,M-3,M-4,M-5,M-6,M-7,M-8,M-9,M-10,M-11,M-12,M-13,G-1,G-2,G-3,G-4,G-5,G-6,G-7,G-8,G-9,G-10,G-11,G-12,G-13,G-14,G-15,G-16,G-19,G-20,G-21,G-22,G-23,G-24,G-25
OTU1711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU1712,0,5,1,0,2,3,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,7,2,4,2
OTU1713,4,0,5,0,19,6,0,0,1,1,0,0,19,9,7,5,19,14,7,3,3,3,10,2,0,0,1,2,9,0,0,0,11,3,15,5
OTU1714,0,11,4,0,7,3,5,3,26,1,1,0,2,9,1,1,15,1,2,3,1,1,17,8,7,22,1,2,6,1,2,1,18,0,0,2
OTU1715,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2
OTU1716,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1717,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1718,10,2,1,0,2,3,4,8,0,2,0,1,0,2,0,3,3,3,0,1,4,2,8,9,13,1,6,3,1,4,4,5,8,17,9,30
OTU1719,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU1720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
OTU1721,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU1722,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,1,0,3,2,3,0,0,0,0,0,0,0,3,3,0,1
OTU1723,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,4
OTU1724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU1726,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU1728,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,0,0,1,1,0,4,2,0,0,0,1,0,0,1,0,1,0,3
OTU1729,0,0,0,0,2,0,0,0,0,1,0,0,21,7,0,0,4,11,2,1,1,1,5,0,0,0,1,1,2,0,0,0,2,4,2,1
OTU1730,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1
OTU1731,8,0,0,0,0,2,0,1,0,1,1,2,0,5,1,0,4,0,1,0,1,0,1,0,2,1,0,0,1,2,2,2,1,1,3,2
OTU1732,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1733,24,2,0,1,0,2,3,16,6,7,5,11,2,17,1,3,16,6,14,1,2,2,3,2,7,4,6,14,1,1,11,10,5,1,3,4
OTU1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU1735,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
OTU1737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1738,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,3,0,2,0,4,0,0,0,0,0,0,0,0
OTU1739,0,6,0,0,0,0,0,4,3,1,2,1,1,3,0,0,0,2,0,0,0,0,2,6,3,0,0,2,0,1,5,2,0,1,2,5
OTU1740,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1741,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
OTU1742,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1743,9,0,0,1,1,2,3,30,8,0,1,3,0,1,1,1,1,4,0,4,0,4,1,1,0,20,1,0,0,1,4,7,8,0,0,1
OTU1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,3,7,0,1,1,8,0,0,0,0,0,1,0,0
OTU1745,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1746,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1747,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1748,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1749,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
OTU1752,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
OTU1753,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1754,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU1756,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1757,33,46,11,3,5,11,48,28,109,4,11,0,6,10,21,2,11,7,17,4,8,1,10,24,4,45,22,29,8,1,2,1,51,5,19,20
OTU1758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1759,0,0,0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,1,3,0
OTU1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU1761,2,1,0,0,0,0,7,8,12,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU1762,3,18,2,2,5,5,20,12,15,0,0,1,6,19,11,6,3,7,7,4,0,1,2,6,1,3,11,6,3,0,0,1,17,4,5,6
OTU1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1764,0,12,4,0,2,3,3,0,11,2,0,1,5,1,19,1,0,2,8,0,0,0,1,0,0,19,2,4,1,1,1,4,10,4,1,0
OTU1765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OTU1766,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1767,5,6,2,3,1,1,8,12,7,0,1,2,0,3,1,1,1,1,1,1,0,0,0,3,3,4,1,7,2,0,1,1,8,0,4,7
OTU1768,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
OTU1769,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1770,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1771,32,89,407,33,31,58,156,23,127,22,18,24,71,76,17,53,110,99,35,65,36,40,49,85,66,45,40,45,44,79,27,36,42,70,52,115
OTU1772,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1773,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1774,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
OTU1775,7,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,6,2,0,0,2,0,0,3,7
OTU1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU1777,1,13,7,3,6,9,3,3,8,3,2,1,9,6,0,0,11,0,1,0,2,2,6,48,11,11,5,13,1,5,0,1,9,3,7,6
OTU1778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
OTU1779,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0
OTU1781,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU1782,3,1,0,1,1,0,0,16,2,4,0,4,0,2,0,4,3,3,2,4,2,0,1,7,2,0,0,5,1,0,2,11,2,2,2,5
OTU1783,15,7,23,0,36,52,3,0,0,0,0,0,25,7,4,1,1,0,0,1,1,1,3,1,1,2,0,0,4,0,0,4,4,3,6,1
OTU1784,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
OTU1785,6,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,1,0,1,0,0,4,0,2,0,0,0,0,0,0,1,0,3,0,3
OTU1786,3,2,0,2,1,2,1,9,3,1,0,0,2,6,3,0,2,2,2,4,2,3,6,7,6,2,4,4,2,4,0,1,7,3,4,3
OTU1787,1,2,0,1,0,1,0,4,6,2,0,1,0,10,0,3,0,1,5,1,3,0,0,0,0,0,1,2,0,0,1,0,1,4,1,16
OTU1788,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1789,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1790,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU1792,0,2,0,0,0,1,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1793,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
OTU1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU1795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,3,84,1,0,0,1,0,0,0,0,0,0,0,0
OTU1796,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
OTU1797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU1799,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
OTU1800,2,0,0,3,0,0,0,2,0,9,6,27,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0
OTU1801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,4
OTU1802,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0
OTU1803,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1804,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU1805,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1806,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1807,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1
OTU1808,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OTU1809,1,0,0,0,0,0,0,3,4,1,0,2,0,0,1,1,5,0,0,0,1,0,1,1,2,2,0,2,1,1,0,2,0,0,0,0
OTU1810,0,3,2,0,1,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1811,1,0,1,6,0,0,0,1,1,1,2,1,0,1,7,0,2,2,1,1,0,2,4,2,5,0,3,1,2,3,3,2,0,1,3,4
OTU1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
OTU1813,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU1814,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1815,0,1,1,4,0,0,0,4,0,36,49,17,0,0,0,0,0,0,0,1,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,0
OTU1816,1,1,1,3,0,0,0,1,2,2,1,1,0,4,7,1,3,0,0,1,1,0,0,4,2,3,2,2,1,0,0,4,3,0,2,4
OTU1817,1,0,1,1,0,0,0,0,0,0,0,1,0,1,4,2,0,1,1,0,1,2,0,0,1,3,2,0,3,2,1,3,0,3,0,0
OTU1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1819,7,0,0,0,0,0,0,4,0,1,0,3,0,7,0,1,3,0,1,2,0,0,4,1,0,0,2,4,1,5,3,5,0,6,0,6
OTU1820,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,1,0,0,9,0,0,0,0,0
OTU1821,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,0
OTU1822,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1823,0,1,3,0,10,4,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
OTU1825,0,2,8,2,0,2,0,1,2,1,5,3,3,5,10,5,4,5,2,6,7,5,5,11,11,0,6,1,2,4,8,2,0,5,3,4
OTU1826,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1827,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1828,6,1,2,2,0,0,0,1,0,3,1,8,0,6,0,2,5,5,5,2,2,6,21,4,8,0,3,4,3,8,5,6,1,3,5,14
OTU1829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
OTU1830,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2
OTU1831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0
OTU1832,0,10,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1833,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1834,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1835,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1836,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1837,21,0,0,6,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,4,7,26
OTU1838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU1839,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
OTU1840,7,0,1,5,0,0,0,3,4,2,1,6,0,5,1,3,2,3,10,1,10,5,2,1,8,0,5,6,1,1,6,9,5,2,2,1
OTU1841,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1842,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,2,0,0,1,1
OTU1843,9,5,0,0,0,2,0,16,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0
OTU1844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1845,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1846,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1
OTU1847,0,0,0,0,0,0,0,1,0,3,6,1,0,0,4,2,3,0,6,4,4,3,8,13,10,5,2,7,1,0,0,1,0,0,0,0
OTU1848,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
OTU1849,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
OTU1850,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1851,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1852,4,3,9,107,0,0,0,0,1,5,3,12,2,19,24,61,80,71,21,41,25,22,117,57,131,4,32,84,58,30,23,34,32,45,35,61
OTU1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU1854,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0
OTU1855,6,0,0,0,0,0,0,0,0,3,0,0,0,4,2,4,2,2,2,7,1,1,9,5,3,0,4,4,0,5,2,1,1,0,0,10
OTU1856,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1857,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,0,1,1,0,0,0,1,0,0,0
OTU1858,51,89,22,12,24,14,125,66,69,7,12,3,15,34,22,12,19,19,7,16,13,13,49,59,28,23,24,33,11,8,1,3,55,8,16,35
OTU1859,0,0,0,0,0,1,0,1,2,2,0,1,1,0,1,0,1,0,4,1,0,0,1,1,0,2,0,3,3,0,0,0,0,0,1,2
OTU1860,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1,1,3,0,6,2,0,0,0,5,0,0,0
OTU1861,0,0,0,1,1,0,0,0,0,2,1,4,0,0,4,0,4,0,1,2,0,1,2,4,4,0,0,0,0,0,2,1,0,1,0,1
OTU1862,29,2,2,11,0,0,0,4,0,1,0,1,4,5,4,2,9,2,0,9,5,4,21,6,1,12,20,7,8,0,0,3,8,2,3,1
OTU1863,6,0,0,4,0,0,0,3,0,3,0,0,0,2,0,1,2,1,0,1,1,1,5,6,4,0,0,6,0,0,0,0,0,0,1,5
OTU1864,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
OTU1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU1866,0,0,0,0,0,0,0,0,1,0,3,0,0,1,4,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,0,1,1,0,0,1
OTU1867,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1868,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1869,6,0,0,0,1,0,0,8,0,0,1,2,0,2,0,5,3,0,0,1,0,1,0,0,0,0,0,3,1,5,1,3,1,0,1,9
OTU1870,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1871,25,24,2,3,2,3,10,15,11,1,6,3,2,17,2,2,10,10,0,5,2,2,9,17,34,11,2,11,5,4,2,2,13,5,6,51
OTU1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU1873,3,1,0,0,0,1,0,0,3,1,2,3,0,1,0,0,1,2,1,0,0,2,0,2,0,0,0,9,0,1,2,2,0,0,2,19
OTU1874,0,0,0,5,0,0,0,0,0,2,0,1,0,3,4,2,6,5,1,2,1,2,1,8,2,0,2,3,0,1,2,0,1,0,0,3
OTU1875,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OTU1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
OTU1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1878,23,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0
OTU1879,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
OTU1880,5,1,2,0,9,9,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1881,0,0,1,0,4,1,0,0,1,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,2,1,2,1,0,0,1,1,2,2,0
OTU1882,6,6,5,6,5,3,2,2,6,1,1,4,6,15,2,1,5,6,3,7,4,5,7,3,24,8,1,5,2,7,1,7,14,4,8,13
OTU1883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1884,0,4,0,0,0,0,2,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,5,5,2,0,1,0,0,0,2,0,1,1,1,1
OTU1885,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU1886,0,0,0,0,0,0,1,10,1,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,0,0
OTU1887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
