ID,M-1,M-2,M-3,M-4,M-5,M-6,M-7,M-8,M-9,M-10,M-11,M-12,M-13,G-1,G-2,G-3,G-4,G-5,G-6,G-7,G-8,G-9,G-10,G-11,G-12,G-13,G-14,G-15,G-16,G-19,G-20,G-21,G-22,G-23,G-24,G-25
OTU1888,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,4,0,0,1,0,0,2,1,0,0,0,0
OTU1889,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1890,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0
OTU1892,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,4,0,0,2,0,0,0,0,0
OTU1894,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OTU1896,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1897,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1898,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1
OTU1899,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1900,5,14,7,5,2,13,7,9,5,3,4,2,4,0,0,0,0,0,0,1,0,1,1,13,20,4,1,0,5,3,0,0,22,1,1,0
OTU1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
OTU1902,0,0,1,6,1,0,0,0,0,1,0,3,0,5,1,4,1,2,2,2,0,1,6,4,3,0,1,2,4,1,3,4,8,4,2,1
OTU1903,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,2,4
OTU1904,66,38,49,11,16,7,2,7,4,49,59,62,16,93,26,26,47,33,20,31,43,53,88,88,323,20,45,46,55,31,51,24,110,44,32,77
OTU1905,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
OTU1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,1
OTU1907,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,3,1,1,0,0,0,0,0,0,2,1,0,0,0,0
OTU1908,0,2,1,1,1,0,2,0,2,0,0,1,0,0,1,2,2,4,2,0,1,1,1,1,0,7,1,5,1,1,3,0,2,0,0,0
OTU1909,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0
OTU1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1912,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4
OTU1913,1,0,1,0,1,0,0,0,2,0,0,0,0,3,0,0,2,1,3,1,2,1,1,1,1,3,1,8,0,5,0,0,2,0,1,3
OTU1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1915,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0
OTU1916,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1917,206,14,4,41,7,5,1,38,13,49,15,63,6,188,6,37,303,96,99,85,49,60,235,160,63,158,29,482,33,65,50,102,122,125,97,481
OTU1918,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1919,7,1,0,0,0,1,0,6,0,3,0,5,1,25,0,3,5,1,0,0,1,2,4,2,0,0,0,12,0,2,3,2,0,4,2,23
OTU1920,1,13,2,0,3,5,1,1,0,0,4,0,1,0,0,1,0,1,0,0,4,0,0,0,0,1,2,0,1,0,0,0,1,4,0,1
OTU1921,1,1,1,0,0,0,0,2,9,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
OTU1922,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
OTU1923,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1924,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU1926,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
OTU1927,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
OTU1928,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
OTU1929,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,6,0,1,0,1,0,0,3,0,4,0,0,0,1,1,0,0,0
OTU1930,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
OTU1931,6,0,0,7,0,0,0,2,0,2,1,0,0,1,1,0,0,0,2,2,1,1,1,3,14,0,0,1,0,4,4,1,0,3,1,7
OTU1932,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1933,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,2,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0
OTU1934,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1935,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1
OTU1936,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0
OTU1937,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
OTU1938,0,9,2,0,20,7,11,2,9,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,1,0
OTU1939,1,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,3
OTU1940,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,4,0,1
OTU1941,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
OTU1942,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,1,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0
OTU1943,0,4,4,0,1,2,2,0,17,0,0,0,4,3,8,7,4,3,5,3,3,6,5,13,2,22,6,7,13,1,0,1,10,2,5,5
OTU1944,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,2
OTU1945,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU1946,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1947,1,9,0,0,0,1,4,16,2,0,0,1,0,2,0,0,3,2,4,0,0,1,1,3,1,11,0,1,0,0,0,0,17,0,0,1
OTU1948,8,9,3,0,3,4,1,1,0,0,0,0,1,20,3,0,8,1,0,0,1,0,3,7,6,0,0,8,1,0,0,0,12,3,2,10
OTU1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
OTU1950,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1
OTU1952,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,5,5,0,0,1,1,1,2,0,0,1,0,3,0,0,2,1,0,2,0,3
OTU1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
OTU1954,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU1955,4,1,0,0,1,0,1,10,0,0,0,7,0,16,0,8,4,12,0,1,7,4,2,4,1,0,4,12,3,0,3,5,5,9,8,7
OTU1956,0,8,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1
OTU1957,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1958,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
OTU1959,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2
OTU1960,0,0,0,0,0,1,0,0,0,3,9,2,0,4,0,0,1,1,1,1,0,1,2,0,26,4,0,0,5,5,0,1,1,0,0,7
OTU1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU1962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
OTU1963,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
OTU1964,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,1
OTU1965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU1966,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,9,0,0
OTU1967,3,12,0,0,12,0,37,9,5,1,0,1,0,3,1,1,2,0,0,0,0,1,1,0,7,11,0,16,1,2,4,2,23,4,4,20
OTU1968,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,5,0,3,0,0,13,1,0,0,0,0,5,1,0,0,0,0,1,2,0
OTU1969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU1970,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1971,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
OTU1972,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,3,0
OTU1973,1,0,0,0,0,0,0,2,0,1,1,0,0,5,0,1,0,1,4,1,0,3,7,6,2,0,1,3,1,1,1,0,0,2,2,2
OTU1974,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1975,14,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,1,0,0,1
OTU1976,1,4,0,0,0,1,1,1,1,0,0,0,0,4,1,2,3,0,2,0,3,1,1,0,1,5,2,3,0,0,1,2,5,0,0,2
OTU1977,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1978,0,3,14,0,1,6,2,4,2,0,0,0,1,3,2,2,0,5,1,4,1,0,3,7,0,0,0,0,3,1,1,0,21,4,5,3
OTU1979,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0
OTU1980,0,0,1,4,2,1,1,0,0,1,1,0,3,0,0,1,0,1,1,0,1,0,4,3,1,1,0,0,0,0,0,0,1,0,1,0
OTU1981,0,3,3,0,2,19,25,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
OTU1982,0,0,0,1,1,3,0,8,2,1,0,2,0,2,0,2,14,2,0,3,0,2,4,1,1,6,0,8,0,0,0,3,14,0,4,11
OTU1983,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1984,15,1,0,1,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
OTU1985,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,1,0,9,0,0,4,2,1,3,6,0,0,2,6,0,1,2,3
OTU1986,0,6,1,0,0,1,5,0,5,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,7,0,1,0,0,0,1,9,0,3,7
OTU1987,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0
OTU1988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1989,4,11,4,2,3,0,2,1,5,6,2,3,1,3,7,1,2,4,0,0,1,0,2,6,12,2,1,1,2,1,3,2,9,2,1,10
OTU1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1991,3,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OTU1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
OTU1994,4,3,2,0,0,2,3,0,4,5,5,3,2,8,7,11,30,1,9,2,1,1,24,16,8,30,5,15,11,0,7,2,16,2,3,3
OTU1995,0,7,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,4,0,1,0
OTU1996,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1997,1,7,2,0,8,5,15,12,54,0,0,0,7,3,0,0,2,2,1,0,0,0,3,0,0,31,3,1,5,0,0,0,62,2,7,1
OTU1998,13,11,2,2,1,0,10,3,20,10,4,3,0,3,3,3,6,1,2,2,1,3,8,7,7,7,4,8,0,5,6,5,7,0,2,3
OTU1999,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2000,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0
OTU2001,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU2004,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2005,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,2,2,1,1,4,0,0,6,0,3,0,1,1,1,1,5
OTU2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
OTU2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU2009,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
OTU2010,0,0,0,0,0,0,6,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2011,0,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0
OTU2012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU2014,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
OTU2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,2,1,0,0,0,0,0,0,0
OTU2016,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU2017,2,28,0,0,2,10,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2018,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
OTU2019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2020,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU2021,2,4,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
OTU2023,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0
OTU2024,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,2,0,0
OTU2025,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2026,8,8,7,15,2,2,1,36,3,20,4,10,6,18,13,13,21,22,23,23,19,17,50,60,18,69,21,73,10,11,11,26,20,12,11,25
OTU2027,0,0,0,1,0,1,0,2,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,3,0,1,1,0,0,2,1,3
OTU2028,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2033,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU2034,0,3,1,0,0,0,0,2,4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0
OTU2035,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
OTU2036,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0
OTU2037,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
OTU2038,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2039,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,1,3,0,0,1,0,0,0,0,1,2,0,0,0,1,5
OTU2040,1,158,79,12,39,35,24,42,25,15,9,2,89,144,13,27,57,50,8,36,19,17,45,58,10,27,7,17,47,5,0,2,66,22,37,52
OTU2041,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2042,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU2043,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
OTU2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
OTU2045,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0,0
OTU2046,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU2047,11,13,3,12,4,10,3,50,7,13,3,9,7,28,0,6,31,17,15,16,5,16,18,15,21,8,14,26,7,11,8,16,10,21,20,37
OTU2048,0,0,0,6,0,1,0,5,0,0,1,1,0,0,0,1,0,2,0,1,4,3,0,0,0,0,0,0,1,8,5,11,1,5,0,0
OTU2049,14,11,4,12,1,1,4,1,4,11,3,7,0,22,4,4,5,9,3,12,2,13,18,22,44,4,14,7,6,16,8,3,2,5,4,36
OTU2050,0,0,1,0,5,3,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU2051,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2052,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU2053,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU2054,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
OTU2055,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2057,3,2,0,7,1,1,2,102,1,2,1,2,0,7,0,1,8,0,10,2,3,5,6,2,5,3,3,24,1,0,3,2,3,2,2,1
OTU2058,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU2059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0
OTU2060,1,3,2,0,1,0,1,0,0,0,2,0,1,2,3,3,0,2,1,0,0,2,2,0,4,1,0,0,0,1,0,0,1,0,1,2
OTU2061,15,0,1,1,0,2,2,11,0,1,0,1,0,3,1,1,0,20,3,3,0,1,6,10,5,0,6,15,0,4,6,2,3,2,8,7
OTU2062,0,7,0,0,1,2,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2063,5,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2
OTU2064,3,0,1,4,2,1,5,1,3,1,1,4,0,5,3,1,0,2,4,0,0,3,13,2,2,1,3,7,4,0,0,3,5,0,1,4
